■ 영화상영관정보,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
조회일,,,,,,,,,,,,,,,,,,,,
: 2024-08-29,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
출처,,,,,,,,,,,,,,,,,,,,
: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,,,,
▶ 검색조건 [ 영화상영관명 : 전체   영화상영관코드 : 전체   영화상영관구분 : 상설   가입여부 : 가입   영업상태 : 전체   광역단체 : 전체   기초단체 : 전체   전송사업자 : 전체 ],,,,,,,,,,,,,,,,,,,,
광역단체,기초단체,영화상영관코드,영화상영관명,총 스크린수,총 좌석수,필름 상영관수,2D 상영관수,3D 상영관수,4D 상영관수,IMAX 상영관수,상설여부,특별관운영여부,가입여부,전송사업자명,개관일,영업상태,운영형태,주소,전화번호,홈페이지
광주시,광산구,016036,롯데시네마 수완,7,"1,397",0,7,4,1,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-02-24,영업,직영,광주광역시 광산구 장덕동 1678 번지,1544-8855,http://www.lottecinema.co.kr/
광주시,동구,016040,롯데시네마 충장로,9,693,0,9,8,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-12-19,영업,위탁,광주광역시 동구 황금동 12-2 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,강서구,001234,롯데시네마 가양,6,444,0,6,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2015-10-17,영업,위탁,서울특별시 강서구 등촌동 73-1 번지 롯데시네마 가양,070-7434-4064,https://www.lottecinema.co.kr
인천시,부평구,015067,롯데시네마 부평갈산,7,"1,034",0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2022-04-30,영업,직영,인천광역시 부평구 갈산동 94 번지 U1 테크로밸리 3~5F 롯데시네마 부평갈산,02-1544-8855,http://www.lottecinema.co.kr
충청남도,공주시,005021,메가박스 공주,7,802,0,7,3,0,0,상설,,가입,메가박스(주),2009-07-01,영업,위탁,충청남도 공주시 신관동 248-11 번지,1544-0070,http://www.megabox.co.kr/
강원도,춘천시,003218,메가박스 춘천석사,6,987,0,6,0,0,0,상설,,가입,메가박스(주),2022-06-30,영업,직영,강원도 춘천시 석사동 980 번지 춘천 NH타운_ENTA 2층,1544-0070,https://www.megabox.co.kr/
경기도,양주시,002202,메가박스 양주,4,338,0,4,2,0,0,상설,,가입,메가박스(주),2011-12-27,영업,위탁,경기도 양주시 광사동 651-1 번지 해동센트럴타워 9층,1544-0070,http://www.megabox.co.kr
경기도,화성시,002072,메가박스 동탄,8,716,0,8,2,0,0,상설,,가입,메가박스(주),2015-07-17,영업,위탁,경기도 화성시 반송동 93-2 번지 동탄SR GOLD PLAZA 7층,1544-0070,http://www.megabox.co.kr/
경기도,김포시,002240,메가박스 김포한강신도시,5,712,0,5,1,0,0,상설,,가입,메가박스(주),2018-09-19,영업,직영,경기도 김포시 구래동 6882-4 번지 두원타워 8층,1544-0070,http://www.megabox.co.kr/
경기도,파주시,002097,메가박스 파주출판도시,9,"1,653",0,9,1,0,0,상설,,가입,메가박스(주),2011-11-18,영업,직영,경기도 파주시 문발동 510-1 번지 이채쇼핑몰 C동,1544-0070,http://www.megabox.co.kr/
경기도,파주시,002226,메가박스 파주운정,7,882,0,7,2,0,0,상설,,가입,메가박스(주),2017-01-11,영업,위탁,경기도 파주시 야당동 483-3 번지 에스비프라자 3층,1544-0070,http://www.megabox.co.kr/
대구시,북구,012057,CGV 대구,8,"1,528",0,6,0,1,1,상설,,가입,CJ올리브네트웍스(주),2022-12-30,영업,직영,대구광역시 북구 칠성동2가 20-1 번지,1544-1122,https://www.cgv.co.kr
경기도,용인시,002262,메가박스 용인기흥,6,254,0,6,0,0,0,상설,,가입,메가박스(주),2020-05-11,영업,직영,경기도 용인시 기흥구 고매동 889 번지 리빙파워센터 4층,1544-0070,http://www.megabox.co.kr/
경기도,하남시,002235,메가박스 미사강변,5,250,0,5,0,0,0,상설,,가입,메가박스(주),2018-05-25,영업,위탁,"경기도 하남시 망월동 1079-2 번지 4,5층",1544-0070,http://www.megabox.co.kr/
경기도,군포시,002290,메가박스 금정AK플라자,7,613,0,7,0,0,0,상설,,가입,메가박스(주),2022-07-13,영업,직영,경기도 군포시 금정동 916 번지 AK플라자 금정점 지하1층~지상2층,1544-0070,https://www.megabox.co.kr
경기도,남양주시,002269,메가박스 남양주현대아울렛 스페이스원,8,"1,215",0,8,2,0,0,상설,,가입,메가박스(주),2020-11-04,영업,직영,경기도 남양주시 다산동 6141 번지 3~5층,1544-0070,http://www.megabox.co.kr/
경기도,고양시,002180,메가박스 킨텍스,8,"1,720",0,8,0,0,0,상설,,가입,메가박스(주),2010-09-09,영업,직영,경기도 고양시 일산서구 대화동 2602 번지 레이킨스몰 3층,1544-0070,http://www.megabox.co.kr
경기도,안산시,002087,메가박스 안산중앙,6,371,0,6,0,0,0,상설,,가입,메가박스(주),2010-06-08,영업,위탁,경기도 안산시 단원구 고잔동 535-1 번지 신양복합빌딩 9층,1544-0070,http://www.meganex6.co.kr/
경기도,부천시,002252,메가박스 부천스타필드시티,5,829,0,5,0,0,0,상설,,가입,메가박스(주),2019-09-03,영업,직영,경기도 부천시 옥길동 768 번지,02-1544-0070,http://www.megabox.co.kr/
인천시,부평구,015036,롯데시네마 부평역사,9,"1,290",0,9,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2008-09-04,영업,직영,"인천광역시 부평구 부평동 738-21 번지 7,8층",1544-8855,http://www.lottecinema.co.kr/
인천시,남구,015058,롯데시네마 인천터미널,4,538,0,4,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2017-11-25,영업,직영,인천광역시 남구 관교동 15 번지 지하1층 롯데시네마,,
경기도,수원시,002288,메가박스 수원호매실,5,459,0,5,0,0,0,상설,,가입,메가박스(주),2022-05-25,영업,위탁,경기도 수원시 권선구 호매실동 1397-2 번지 아진스퀘어 7~8층,1544-0070,http://www.megabox.co.kr/
세종시,연기군,005038,메가박스 세종(조치원),5,749,0,5,2,0,0,상설,,가입,메가박스(주),2011-03-09,영업,위탁,세종특별자치시 강서구 조치원읍 24-1 번지,1544-0070,http://www.megabox.co.kr/
세종시,연기군,017041,메가박스 세종청사,6,682,0,6,0,0,0,상설,,가입,메가박스(주),2020-06-01,영업,직영,세종특별자치시 북구 어진동 510 번지 엠브릿지 지하 1~2층,1544-0070,http://www.megabox.co.kr/
세종시,연기군,017040,메가박스 세종나성,5,759,0,5,0,0,0,상설,,가입,메가박스(주),2020-01-20,영업,직영,세종특별자치시 나성동 206 번지 4~6층,02-1544-0070,http://www.megabox.co.kr/
부산시,금정구,011057,롯데시네마 오투(부산대),7,"1,049",0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2015-01-01,영업,직영,부산광역시 금정구 부곡동 298-2 번지,1544-8855,
부산시,해운대구,011025,롯데시네마 프리미엄 해운대(장산역),10,827,0,10,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-12-31,영업,위탁,부산광역시 해운대구 좌동 1479-1 번지 웅신시네아트7층,1544-8855,http://www.lottecinema.co.kr/
부산시,동래구,011040,롯데시네마 동래,9,"1,581",0,9,4,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2008-06-01,영업,직영,부산광역시 동래구 온천동 502-3 번지,1544-8855,http://www.lottecinema.co.kr/
부산시,부산진구,011009,롯데시네마 부산본점,11,"2,062",0,11,5,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2001-06-16,영업,직영,부산광역시 부산진구 부전동 503-15 번지 롯데백화점 10층,1544-8855,http://www.lottecinema.co.kr/
부산시,중구,011054,롯데시네마 광복,10,"2,369",0,10,4,1,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-08-28,영업,직영,부산광역시 중구 중앙동7가 20-1 번지 시네마동 9층,1544-8855,http://www.lottecinema.co.kr/
서울시,강동구,001096,롯데시네마 강동,10,"1,846",0,10,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2008-04-24,영업,위탁,서울특별시 강동구 성내동 44-1 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,송파구,001225,롯데시네마 월드타워_샤롯데,3,72,0,3,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-10-15,영업,직영,"서울특별시 송파구 신천동 29 번지 신천동,엔터동롯데시네마(5~11F)",1544-8855,http://www.lottecinema.co.kr/
서울시,관악구,001155,롯데시네마 신림,8,"1,494",0,8,5,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2009-03-01,영업,직영,서울특별시 관악구 신림동 1641-2 번지 타임스트림 10층~15층,1544-8855,http://www.lottecinema.co.kr/
서울시,관악구,001198,롯데시네마 서울대입구,5,687,0,5,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-12-29,영업,직영,서울특별시 관악구 봉천동 862-1 번지 에그옐로우 10층,1544-8855,http://www.lottecinema.co.kr/
서울시,금천구,001202,롯데시네마 가산디지털,6,"1,054",0,6,2,1,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-03-21,영업,직영,서울특별시 금천구 가산동 60-8 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,강서구,001188,롯데시네마 김포공항,9,"2,095",0,9,6,1,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2011-12-09,영업,직영,서울특별시 강서구 방화동 886 번지 외6필지,1544-8855,http://www.lottecinema.co.kr/
전라북도,전주시,008053,메가박스 전주객사,10,850,0,10,0,0,0,상설,,가입,메가박스(주),2020-04-24,영업,위탁,전라북도 전주시 완산구 고사동 181 번지 메가박스 전주객사,1544-0070,http://www.megabox.co.kr/
서울시,마포구,001195,롯데시네마 합정,4,733,0,4,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-07-19,영업,직영,서울특별시 마포구 서교동 490 번지 메세나폴리스 2층 롯데시네마,1544-8855,http://www.lottecinema.co.kr/
서울시,은평구,001239,롯데시네마 은평(롯데몰),8,"1,336",0,8,4,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-12-01,영업,직영,"서울특별시 은평구 진관동 79-31, 롯데몰 5층",02-1544-8855,http://www.lottecinema.co.kr
서울시,노원구,001109,롯데시네마 노원,10,"1,855",0,10,5,1,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2005-11-23,영업,직영,서울특별시 노원구 상계동 713 번지 롯데백화점 10층,1544-8855,http://www.lottecinema.co.kr/
부산시,부산진구,011007,CGV 서면,13,"2,480",3,13,7,1,1,상설,,가입,CJ올리브네트웍스(주),2000-05-31,영업,직영,부산광역시 부산진구 전포동 892-20 번지 지오플레이스 5층,1544-1122,http://www.cgv.co.kr
서울시,강북구,001244,롯데시네마 수유,6,852,0,6,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2017-04-26,영업,위탁,서울특별시 강북구 번동 449-1 번지 10~14층,02-1544-8855,http://www.lottecinema.co.kr
서울시,광진구,001122,롯데시네마 건대입구_샤롯데,1,32,0,1,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2007-01-26,영업,직영,서울특별시 광진구 자양동 227-7 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,강남구,001128,CINE de CHEF 압구정,2,76,0,2,2,0,0,상설,,가입,CJ올리브네트웍스(주),2007-08-01,영업,직영,서울특별시 강남구 신사동 602 번지,1544-1122,http://www.cgv.co.kr/
서울시,중구,001105,롯데시네마 에비뉴엘(명동)_샤롯데,1,34,0,1,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2005-03-25,영업,직영,서울특별시 중구 남대문로2가 130 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,중구,001102,롯데시네마 에비뉴엘(명동),4,676,0,4,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2005-03-25,영업,직영,서울특별시 중구 남대문로2가 130 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,영등포구,001034,CGV 여의도,9,"1,133",0,9,9,1,0,상설,,가입,CJ올리브네트웍스(주),2012-08-30,영업,직영,서울특별시 영등포구 여의도동 23 번지 국제금융센터 지하3층,1544-1122,http://www.cgv.co.kr/
대전시,유성구,013038,메가박스 대전신세계 아트앤사이언스,7,976,0,7,0,0,0,상설,,가입,메가박스(주),2021-08-25,영업,직영,대전광역시 유성구 도룡동 3-1 번지 대전신세계아트앤사이언스 6층,1544-0070,http://www.megabox.co.kr/
대전시,유성구,007068,메가박스 대전유성,5,923,0,5,2,0,0,상설,,가입,메가박스(주),2015-03-16,영업,직영,대전광역시 유성구 봉명동 1016-7 번지 센트럴프라자 5층,1544-0070,http://www.megabox.co.kr/
대전시,서구,013017,메가박스 대전,8,"1,333",0,8,3,0,0,상설,,가입,메가박스(주),2004-11-15,영업,직영,대전광역시 서구 탄방동 746 번지 로데오타운 5층,1544-0070,http://www.megabox.co.kr/
대전시,중구,013033,메가박스 대전중앙로,8,"1,124",0,8,0,0,0,상설,,가입,메가박스(주),2019-04-15,영업,직영,대전광역시 중구 대흥동 205-1 번지 4층,1544-0070,http://www.megabox.co.kr/
서울시,노원구,001216,CGV 하계,4,898,0,4,3,0,0,상설,,가입,CJ올리브네트웍스(주),2013-09-12,영업,직영,서울특별시 노원구 중계동 506-1 번지 건영백화점 지하1층,1544-1122,cgv.co.kr
서울시,도봉구,001289,CGV 방학,7,870,0,7,1,1,0,상설,,가입,CJ올리브네트웍스(주),2022-04-28,영업,직영,서울특별시 도봉구 방학동 707-6 번지 모비우스스퀘어 8층,1544-1122,https://www.cgv.co.kr
광주시,광산구,016022,메가박스 광주하남,10,918,0,10,2,0,0,상설,,가입,메가박스(주),2007-08-13,영업,위탁,광주광역시 광산구 우산동 1587-1 번지,1544-0070,http://www.megabox.co.kr/
광주시,광산구,016035,메가박스 첨단,9,"1,157",0,9,2,0,0,상설,,가입,메가박스(주),2012-01-15,영업,위탁,광주광역시 광산구 쌍암동 688-4 번지,1544-0070,http://www.megabox.co.kr/
광주시,북구,016020,메가박스 전대(광주),7,958,0,7,2,0,0,상설,,가입,메가박스(주),2007-07-01,영업,위탁,광주광역시 북구 중흥동 362-2 번지,1544-0070,http://www.megabox.co.kr/
광주시,서구,016021,메가박스 광주상무,10,837,0,10,0,0,0,상설,,가입,메가박스(주),2007-08-13,영업,위탁,광주광역시 서구 치평동 1223-3 번지,1544-0070,http://www.megabox.co.kr/
인천시,서구,015057,메가박스 청라지젤,7,784,0,7,1,0,0,상설,,가입,메가박스(주),2017-10-25,영업,위탁,인천광역시 서구 청라동 165-12 번지 지젤M청라 4층 메가박스 청라지젤,1544-0070,http://www.megabox.co.kr
인천시,남동구,015052,메가박스 인천논현,8,"1,189",0,8,0,0,0,상설,,가입,메가박스(주),2015-10-08,영업,위탁,인천광역시 남동구 논현동 747-1 번지 라피에스타 6층,1544-0070,http://www.megabox.co.kr/
대구시,북구,012015,메가박스 북대구(칠곡),6,826,0,6,2,0,0,상설,,가입,메가박스(주),2006-12-24,영업,위탁,대구광역시 북구 동천동 895-2 번지 씨네피아 5~11층,1544-0070,http://www.megabox.co.kr/
대구시,동구,012054,메가박스 대구이시아,7,630,0,7,1,0,0,상설,,가입,메가박스(주),2018-08-15,영업,직영,대구광역시 동구 봉무동 1548 번지 메가맥스타워 2층,02-1544-0070,http://www.megabox.co.kr/
부산시,사상구,011024,메가박스 사상,7,"1,319",0,7,5,0,0,상설,,가입,메가박스(주),2005-01-13,영업,직영,부산광역시 사상구 괘법동 533-1 번지 부산서부버스터미널 애플아울렛 본관동 4~5층,1544-0070,http://www.megabox.co.kr
서울시,서초구,001030,메가박스 센트럴,5,680,0,5,1,0,0,상설,,가입,메가박스(주),2000-07-29,영업,직영,서울특별시 서초구 반포동 19-3 번지 센트럴시티빌딩 지하1층,1544-0070,www.megabox.co.kr
서울시,서초구,001101,메가박스 강남,7,973,0,7,2,0,0,상설,,가입,메가박스(주),2011-08-05,영업,직영,서울특별시 서초구 서초동 1317-20 번지 아라타워 8층,1544-0070,http://www.megabox.co.kr/
서울시,강서구,001228,메가박스 화곡,5,851,0,5,0,0,0,상설,,가입,메가박스(주),2015-05-29,영업,직영,서울특별시 강서구 화곡동 1073-10 번지 메가스퀘어 4층,1544-0070,www.megabox.co.kr
대구시,달서구,012058,CGV 대구죽전,7,852,0,7,2,1,0,상설,,가입,CJ올리브네트웍스(주),,영업,직영,대구광역시 달서구 죽전동 273-27 번지 골든타워 8~11층 CGV 대구죽전,1544-1122,http://www.cgv.co.kr
경기도,수원시,002117,CGV 북수원,8,"1,268",0,10,4,0,0,상설,,가입,CJ올리브네트웍스(주),2006-09-21,영업,직영,경기도 수원시 장안구 조원동 893 번지 아일렛타운 4층,1544-1122,http://www.cgv.co.kr/
서울시,마포구,001272,메가박스 홍대,5,726,0,5,0,0,0,상설,,가입,메가박스(주),2019-09-25,영업,직영,서울특별시 마포구 동교동 160-4 번지 아일렉스 7층,02-1544-0070,http://www.megabox.co.kr/
서울시,도봉구,001243,메가박스 창동,5,680,0,5,0,0,0,상설,,가입,메가박스(주),2017-01-20,영업,위탁,서울특별시 도봉구 창동 715-14 번지,02-1544-0070,http://www.megabox.co.kr/
경상남도,양산시,007083,메가박스 양산증산,7,777,0,7,0,0,0,상설,,가입,메가박스(주),2019-03-28,영업,직영,경상남도 양산시 물금읍 1292 번지,1544-0070,http://www.megabox.co.kr/
경기도,고양시,002222,메가박스 백석벨라시타,5,749,0,5,1,0,0,상설,,가입,메가박스(주),2016-08-24,영업,직영,경기도 고양시 일산동구 백석동 1237 번지 벨라시타 2층,1544-0070,http://www.megabox.co.kr
경상북도,영양군,006068,영양 작은영화관,1,93,0,1,0,0,0,상설,,가입,(주)디트릭스,2016-03-30,영업,직영,경상북도 영양군 영양읍 2-15 번지 영양문화원 2층,054-683-7053,http://yyg.scinema.org/
전라남도,영광군,009071,영광 작은영화관,2,109,0,2,1,0,0,상설,,가입,(주)디트릭스,2021-03-04,영업,직영,전라남도 영광군 영광읍 87 번지 영광작은영화관,061-350-5693,https://yeonggwang.scinema.org/
전라남도,보성군,009066,보성 작은영화관,2,92,0,2,2,0,0,상설,,가입,(주)유유코리아,2019-04-05,영업,위탁,전라남도 보성군 보성읍 2-27 번지,061-852-7050,http://boseong.petitecine.com/
강원도,평창군,003201,HAPPY700 평창시네마,2,99,0,2,1,0,0,상설,,가입,(주)디트릭스,2015-12-22,영업,직영,강원도 평창군 용평면 374-2 번지 용평복지회관 2층,033-334-7053,http://happy700.scinema.org/
전라북도,전주시,008016,전주시네마타운,4,662,0,6,0,0,0,상설,,가입,문화인,2003-09-05,영업,직영,전라북도 전주시 완산구 고사동 340-3 번지,063-283-7722,http://www.jcinema.co.kr
충청북도,음성군,004051,설성시네마,2,92,0,2,0,0,0,상설,,가입,(주)디트릭스,2022-05-20,영업,직영,충청북도 음성군 음성읍 536-6 번지 설성문화회관 3층,,
강원도,고성군,003216,달홀영화관,2,93,0,2,0,0,0,상설,,가입,(주)디트릭스,2022-01-07,영업,직영,강원도 고성군 간성읍 146-3 번지 달홀문화센터,033-680-4068,
경상북도,포항시,006030,CGV 북포항,8,822,0,8,2,0,0,상설,,가입,CJ올리브네트웍스(주),2009-07-29,영업,위탁,경상북도 포항시 북구 덕산동 235-4 번지,1544-1122,http://www.cgv.co.kr
인천시,연수구,015056,CGV 연수역,10,"1,796",0,10,2,0,0,상설,,가입,CJ올리브네트웍스(주),2017-07-14,영업,직영,인천광역시 연수구 청학동 496-4 번지 연수광장프라자 8층,1544-1122,http://www.cgv.co.kr
전라남도,곡성군,009070,곡성극장,2,95,0,2,1,0,0,상설,,가입,(주)유유코리아,2021-02-26,영업,위탁,전라남도 곡성군 곡성읍 776-6 번지,061-363-7053,
충청북도,청주시,004044,메가박스 청주사창,4,380,0,4,0,0,0,상설,,가입,메가박스(주),2018-11-30,영업,위탁,충청북도 청주시 서원구 사창동 488 번지,02-1544-0070,http://www.megabox.co.kr/
강원도,강릉시,003043,강릉독립예술극장 신영,1,111,1,1,0,0,0,상설,,가입,(주)에스아이티랩,,영업,직영,강원도 강릉시 임당동 119-3 번지,033-645-7415,
울산시,울주군,014015,알프스시네마,2,301,0,2,2,0,0,상설,,가입,문화인,2015-10-08,영업,위탁,울산광역시 울주군 상북면 517 번지 영남알프스 복합웰컴센터,052-254-0267,http://all.ulju.ulsan.kr/ynawc
대구시,동구,012033,씨네Q 대구이시아,7,516,0,7,3,0,0,상설,,가입,(주)씨네큐,2011-04-30,영업,위탁,대구광역시 동구 봉무동 1545 번지,1544-1533,https://www.cineq.co.kr
서울시,종로구,001227,낭만극장,1,286,0,1,0,0,0,상설,,가입,(주)디트릭스,2015-04-21,영업,직영,서울특별시 종로구 낙원동 288 번지 낙원상가 4층,02-3672-4232,
충청남도,서산시,005049,CGV 서산,8,820,0,8,2,0,0,상설,,가입,CJ올리브네트웍스(주),2015-07-29,영업,위탁,충청남도 서산시 동문동 1029-1 번지 서산 디퍼아울렛,1544-1122,https://www.cgv.co.kr
강원도,인제군,003220,CGV 기린,2,95,0,2,1,0,0,상설,,가입,CJ올리브네트웍스(주),2023-03-06,영업,위탁,강원도 인제군 기린면 3-1 번지 기린체육문화센터 2층,033-460-8973,www.cgv.co.kr
경기도,남양주시,002122,메가박스 남양주,8,738,0,8,3,0,0,상설,,가입,메가박스(주),2006-07-13,영업,위탁,"경기도 남양주시 호평동 640 번지 메인시네마타워 8,9층",1544-0070,http://www.megabox.co.kr/
경상남도,양산시,007093,영화공장,1,108,0,1,0,0,0,상설,,가입,(주)대한에스엠,2022-01-27,영업,직영,경상남도 양산시 덕계동 234-12 번지,055-912-7001,
경기도,용인시,002294,CGV DRIVE IN 용인크랙사이드,1,200,0,1,0,0,0,상설,,가입,CJ올리브네트웍스(주),2023-01-19,영업,위탁,경기도 용인시 처인구 역북동 89-18 번지,031-334-2299,https://www.cgv.co.kr
경상남도,진주시,007090,CGV 진주혁신,7,724,0,7,1,0,0,상설,,가입,CJ올리브네트웍스(주),2020-09-28,영업,위탁,"경상남도 진주시 충무공동 225-1 번지 어반스퀘어 4,5층",1544-1122,https://www.cgv.co.kr
서울시,서대문구,001117,메가박스 신촌,8,"1,694",0,8,1,0,0,상설,,가입,메가박스(주),2006-09-22,영업,직영,서울특별시 서대문구 신촌동 74-12 번지,1544-0070,http://www.megabox.co.kr/
인천시,남구,015069,CGV 인천시민공원,5,373,0,5,5,0,0,상설,,가입,CJ올리브네트웍스(주),2023-01-20,영업,위탁,인천광역시 남구 주안동 466-23 번지 지하2층 CGV,032-429-0116,http://www.cgv.co.kr
경기도,안성시,002268,메가박스 안성스타필드,7,"1,256",0,7,1,0,0,상설,,가입,메가박스(주),2020-10-05,영업,직영,경기도 안성시 공도읍 354 번지 스타필드 안성 3층,1544-0070,http://www.megabox.co.kr/
경기도,광명시,002281,메가박스 광명AK플라자,6,795,0,6,0,0,0,상설,,가입,메가박스(주),2021-10-29,영업,직영,경기도 광명시 일직동 512-3 번지 B1 ~ B2층,02-1544-0070,http://www.megabox.co.kr/
경기도,성남시,002102,메가박스 분당,6,785,0,6,3,0,0,상설,,가입,메가박스(주),2001-07-28,영업,직영,경기도 성남시 분당구 서현동 262-2 번지 4층,1544-0070,http://www.megabox.co.kr/
서울시,송파구,001156,CGV 송파,7,"1,138",0,8,5,1,0,상설,,가입,CJ올리브네트웍스(주),2009-04-29,영업,직영,서울특별시 송파구 문정동 634 번지 가든파이브 라이프 영관 10층,1544-1122,http://www.cgv.co.kr
인천시,서구,015068,씨네큐 청라,7,506,0,7,1,0,0,상설,,가입,(주)씨네큐,2023-01-12,영업,위탁,인천광역시 서구 청라동 162-2 번지 마루힐프라자8층,,https://www.cineq.co.kr
충청남도,천안시,005064,CGV 천안터미널,13,"2,540",0,13,4,1,0,상설,,가입,CJ올리브네트웍스(주),2019-02-27,영업,직영,충청남도 천안시 동남구 신부동 363-2 번지 신세계백화점 충청점 B관 4층 CGV 천안터미널,1544-1122,https://www.cgv.co.kr
서울시,강서구,001270,CGV 등촌,6,934,0,8,4,0,0,상설,,가입,CJ올리브네트웍스(주),2019-01-30,영업,직영,서울특별시 강서구 등촌동 639-23 번지 브릭시티몰 3층 CGV 등촌,1544-1122,http://www.cgv.co.kr
충청북도,옥천군,004041,옥천 향수시네마,2,95,0,2,1,0,0,상설,,가입,(주)디트릭스,2018-08-02,영업,위탁,충청북도 옥천군 옥천읍 408-15 번지 향수시네마,,http://okcheon.scinema.kr
경기도,군포시,002183,CGV 산본,6,621,0,6,1,0,0,상설,,가입,CJ올리브네트웍스(주),2016-12-21,영업,위탁,경기도 군포시 산본동 1142-2 번지 대우디오플러스 4층,1544-1122,http://www.cgv.co.kr
광주시,광산구,016046,CGV 광주하남,7,"1,376",0,7,3,0,0,상설,,가입,CJ올리브네트웍스(주),2018-09-20,영업,직영,광주광역시 광산구 하남동 832 번지 테라스56 피크닉몰 2층,1544-1122,https://www.cgv.co.kr
충청남도,천안시,005072,롯데시네마 천안청당,6,639,0,6,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2022-12-23,영업,위탁,충청남도 천안시 동남구 청당동 547 번지 롯데시네마,1544-8855,https://www.lottecinema.co.kr/
경상북도,성주군,006090,별고을시네마,2,98,0,2,1,0,0,상설,,가입,(주)디트릭스,2022-12-22,영업,위탁,경상북도 성주군 성주읍 597-2 번지 3층,054-932-7717,seongju.scinema.kr
경기도,파주시,002149,자유로자동차극장,2,150,0,2,0,0,0,상설,,가입,(주)디트릭스,2002-06-20,영업,직영,경기도 파주시 탄현면 265-10 번지,031-945-0609,
경기도,수원시,002037,메가박스 수원남문,4,248,0,4,1,0,0,상설,,가입,메가박스(주),2013-12-20,영업,위탁,경기도 수원시 팔달구 팔달로3가 84-5 번지,1544-0070,http://www.megabox.co.kr/
경기도,부천시,002258,CGV 부천옥길,6,634,0,6,1,0,0,상설,,가입,CJ올리브네트웍스(주),2020-03-11,영업,위탁,경기도 부천시 옥길동 745-5 번지 문영퀸즈파크옥길C동 8층 806호 CGV부천옥길,1544-1122,http://www.cgv.co.kr
경기도,화성시,002293,화성시 작은영화관,2,150,0,2,0,0,0,상설,,가입,문화인,2022-12-06,영업,위탁,경기도 화성시 마도면 243-2 번지 마도문화센터 3층,031-355-2731,
인천시,연수구,015064,CGV 송도타임스페이스,7,694,0,7,1,0,0,상설,,가입,CJ올리브네트웍스(주),2020-12-03,영업,위탁,인천광역시 연수구 송도동 8-21 번지 지하1층,1544-1122,https://www.cgv.co.kr
경기도,시흥시,002265,CGV 정왕,5,448,0,5,0,0,0,상설,,가입,CJ올리브네트웍스(주),2020-07-08,영업,위탁,경기도 시흥시 정왕동 1734-2 번지 시화이마트 10층 CGV 정왕,031-434-1230,
전라북도,임실군,008237,임실한마당 작은별영화관,2,94,0,2,1,0,0,상설,,가입,문화인,2022-12-05,영업,직영,전라북도 임실군 임실읍 277 번지 지하1층,,
경기도,남양주시,002292,CGV 다산,10,862,0,10,0,0,0,상설,,가입,CJ올리브네트웍스(주),2022-11-09,영업,위탁,경기도 남양주시 다산동 6143 번지 다산현대프리미어캠퍼스 지하 2층,1544-1122,http://www.cgv.co.kr
경기도,안산시,002118,CGV 안산,9,"1,858",0,9,2,1,0,상설,,가입,CJ올리브네트웍스(주),2006-09-29,영업,직영,"경기도 안산시 단원구 고잔동 725-1 번지 (고잔동, NC백화점 A관 6층)",1544-1122,http://www.cgv.co.kr/
경기도,안산시,002211,명화극장,1,199,0,1,0,0,0,상설,,가입,(주)디트릭스,2012-12-31,영업,직영,경기도 안산시 단원구 고잔동 541-1 번지,031-480-3827,
